GENE_ID,GO_Term,GO_Ontology,GO_Link
Rv2131c,3'-phosphoadenosine 5'-phosphosulfate metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0050427
Rv2021c,regulation of protein secretion ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0050708
Rv2710,regulation of protein secretion ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0050708
Rv3414c,regulation of protein secretion ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0050708
Rv3849,regulation of protein secretion ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0050708
Rv0015c,negative regulation of lipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051055
Rv1746,negative regulation of lipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051055
Rv3062,DNA ligation involved in DNA repair ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051103
Rv3731,DNA ligation involved in DNA repair ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051103
Rv1239c,protein homooligomerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051260
Rv1878,protein homooligomerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051260
Rv2178c,protein homooligomerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051260
Rv2860c,protein homooligomerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051260
Rv3291c,protein homooligomerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051260
Rv3780,protein homooligomerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051260
Rv3800c,protein homooligomerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051260
Rv0489,protein homotetramerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051289
Rv1021,protein homotetramerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051289
Rv2747,protein homotetramerization ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051289
Rv0017c,cell division ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051301
Rv0019c,cell division ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051301
Rv2163c,cell division ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051301
Rv2457c,cell division ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051301
Rv0137c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv1173,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv1316c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv1317c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv1633,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv1743,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv1932,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv2031c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv2097c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv2115c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv2136c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv2238c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv2428,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv2674,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv3223c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv3571,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv3841,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv3916c,response to nitrosative stress ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051409
Rv1542c,detoxification of nitrogen compound ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051410
Rv2470,detoxification of nitrogen compound ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051410
Rv2870c,terpenoid biosynthetic processmevalonate-independent ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051483
Rv3581c,terpenoid biosynthetic processmevalonate-independent ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051483
Rv2870c,isopentenyl diphosphate biosynthetic processmethylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051484
Rv3582c,isopentenyl diphosphate biosynthetic processmethylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051484
Rv2109c,proteolysis involved in cellular protein catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051603
Rv2110c,proteolysis involved in cellular protein catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051603
Rv0235c,protein maturation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051604
Rv2204c,protein maturation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0051604
Rv1755c,disruption by symbiont of host cellular component ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052008
Rv2349c,disruption by symbiont of host cellular component ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052008
Rv2350c,disruption by symbiont of host cellular component ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052008
Rv2351c,disruption by symbiont of host cellular component ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052008
Rv0410c,modulation by symbiont of host signal transduction pathway ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052027
Rv3875,modulation by symbiont of host signal transduction pathway ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052027
Rv0432,evasion or tolerance by symbiont of host-produced reactive oxygen species ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052059
Rv1908c,evasion or tolerance by symbiont of host-produced reactive oxygen species ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052059
Rv2428,evasion or tolerance by symbiont of host-produced reactive oxygen species ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052059
Rv3846,evasion or tolerance by symbiont of host-produced reactive oxygen species ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052059
Rv0137c,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv0432,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv0773c,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv1542c,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv1932,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv2238c,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv2259,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv2428,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv2674,evasion or tolerance by symbiont of host-produced nitric oxide ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052060
Rv2234,negative regulation by symbiont of host cell-mediated immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052083
Rv3875,negative regulation by symbiont of host cell-mediated immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052083
Rv1348,acquisition by symbiont of nutrients from host via siderophores ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052099
Rv1349,acquisition by symbiont of nutrients from host via siderophores ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052099
Rv0183,positive regulation by symbiont of host apoptotic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052151
Rv3763,positive regulation by symbiont of host apoptotic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052151
Rv0470c,modulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052167
Rv0503c,modulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052167
Rv1818c,modulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052167
Rv2416c,modulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052167
Rv0928,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv1506c,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv2171,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv2295,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv2745c,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv2941,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv3111,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv3112,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv3343c,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv3880c,negative regulation by symbiont of host innate immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052170
Rv1821,modulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052553
Rv1917c,modulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052553
Rv2051c,modulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052553
Rv2626c,modulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052553
Rv3006,modulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052553
Rv3763,modulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052553
Rv3869,modulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052553
Rv0017c,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv0146,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv0404,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv0431,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv0927c,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv1082,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv1146,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv1590,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv1633,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv2082,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
Rv2608,positive regulation by symbiont of host immune response ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0052556
